arquivo,cluster
data/C50/C50train\palm-oil\24.txt,4
data/C50/C50train\palm-oil\25.txt,4
data/C50/C50train\palm-oil\26.txt,9
data/C50/C50train\palm-oil\27.txt,3
data/C50/C50train\palm-oil\28.txt,4
data/C50/C50train\palm-oil\29.txt,3
data/C50/C50train\palm-oil\3.txt,4
data/C50/C50train\palm-oil\30.txt,3
data/C50/C50train\palm-oil\31.txt,2
data/C50/C50train\palm-oil\32.txt,3
data/C50/C50train\palm-oil\33.txt,3
data/C50/C50train\palm-oil\34.txt,4
data/C50/C50train\palm-oil\35.txt,4
data/C50/C50train\palm-oil\36.txt,8
data/C50/C50train\palm-oil\37.txt,3
data/C50/C50train\palm-oil\4.txt,4
data/C50/C50train\palm-oil\5.txt,3
data/C50/C50train\palm-oil\6.txt,3
data/C50/C50train\palm-oil\7.txt,3
data/C50/C50train\palm-oil\8.txt,3
data/C50/C50train\palm-oil\9.txt,4
data/C50/C50train\palmkernel\1.txt,4
data/C50/C50train\palmkernel\2.txt,8
data/C50/C50train\peseta\1.txt,9
data/C50/C50train\pet-chem\1.txt,4
data/C50/C50train\pet-chem\10.txt,4
data/C50/C50train\pet-chem\11.txt,4
data/C50/C50train\pet-chem\12.txt,4
data/C50/C50train\pet-chem\13.txt,4
data/C50/C50train\pet-chem\14.txt,4
data/C50/C50train\pet-chem\15.txt,4
data/C50/C50train\pet-chem\16.txt,4
data/C50/C50train\pet-chem\17.txt,4
data/C50/C50train\pet-chem\18.txt,4
data/C50/C50train\pet-chem\19.txt,4
data/C50/C50train\pet-chem\2.txt,4
data/C50/C50train\pet-chem\20.txt,6
data/C50/C50train\pet-chem\21.txt,4
data/C50/C50train\pet-chem\22.txt,4
data/C50/C50train\pet-chem\23.txt,4
data/C50/C50train\pet-chem\24.txt,4
data/C50/C50train\pet-chem\25.txt,4
data/C50/C50train\pet-chem\26.txt,4
data/C50/C50train\pet-chem\27.txt,4
data/C50/C50train\pet-chem\28.txt,4
data/C50/C50train\pet-chem\29.txt,6
data/C50/C50train\pet-chem\3.txt,4
data/C50/C50train\pet-chem\4.txt,4
data/C50/C50train\pet-chem\5.txt,4
data/C50/C50train\pet-chem\6.txt,6
data/C50/C50train\pet-chem\7.txt,4
data/C50/C50train\pet-chem\8.txt,1
data/C50/C50train\pet-chem\9.txt,4
data/C50/C50train\platinum\1.txt,4
data/C50/C50train\platinum\10.txt,4
data/C50/C50train\platinum\2.txt,4
data/C50/C50train\platinum\3.txt,4
data/C50/C50train\platinum\4.txt,4
data/C50/C50train\platinum\5.txt,4
data/C50/C50train\platinum\6.txt,4
data/C50/C50train\platinum\7.txt,2
data/C50/C50train\platinum\8.txt,4
data/C50/C50train\platinum\9.txt,9
data/C50/C50train\plywood\1.txt,4
data/C50/C50train\plywood\2.txt,4
data/C50/C50train\plywood\3.txt,4
data/C50/C50train\plywood\4.txt,8
data/C50/C50train\pork-belly\1.txt,4
data/C50/C50train\pork-belly\2.txt,4
data/C50/C50train\pork-belly\3.txt,4
data/C50/C50train\potato\1.txt,0
data/C50/C50train\potato\2.txt,4
data/C50/C50train\potato\3.txt,4
data/C50/C50train\potato\4.txt,8
data/C50/C50train\propane\1.txt,4
data/C50/C50train\propane\2.txt,4
data/C50/C50train\propane\3.txt,4
data/C50/C50train\propane\4.txt,4
data/C50/C50train\rand\1.txt,9
data/C50/C50train\rand\2.txt,4
data/C50/C50train\rand\3.txt,4
data/C50/C50train\rape-meal\1.txt,3
data/C50/C50train\rape-oil\1.txt,3
data/C50/C50train\rape-oil\2.txt,8
data/C50/C50train\rape-oil\3.txt,3
data/C50/C50train\rape-oil\4.txt,3
data/C50/C50train\rape-oil\5.txt,4
data/C50/C50train\rape-oil\6.txt,3
data/C50/C50train\rape-oil\7.txt,3
data/C50/C50train\rapeseed\1.txt,3
data/C50/C50train\rapeseed\10.txt,3
data/C50/C50train\rapeseed\11.txt,8
data/C50/C50train\rapeseed\12.txt,4
data/C50/C50train\rapeseed\13.txt,3
data/C50/C50train\rapeseed\14.txt,8
data/C50/C50train\rapeseed\15.txt,3
data/C50/C50train\rapeseed\16.txt,3
data/C50/C50train\rapeseed\17.txt,3
data/C50/C50train\rapeseed\18.txt,3
data/C50/C50train\rapeseed\19.txt,3
data/C50/C50train\rapeseed\2.txt,8
data/C50/C50train\rapeseed\20.txt,3
data/C50/C50train\rapeseed\21.txt,3
data/C50/C50train\rapeseed\22.txt,3
data/C50/C50train\rapeseed\23.txt,8
data/C50/C50train\rapeseed\24.txt,3
data/C50/C50train\rapeseed\25.txt,3
data/C50/C50train\rapeseed\26.txt,4
data/C50/C50train\rapeseed\27.txt,3
data/C50/C50train\rapeseed\28.txt,9
data/C50/C50train\rapeseed\29.txt,3
data/C50/C50train\rapeseed\3.txt,3
data/C50/C50train\rapeseed\30.txt,3
data/C50/C50train\rapeseed\31.txt,3
data/C50/C50train\rapeseed\4.txt,8
data/C50/C50train\rapeseed\5.txt,3
data/C50/C50train\rapeseed\6.txt,3
data/C50/C50train\rapeseed\7.txt,3
data/C50/C50train\rapeseed\8.txt,8
data/C50/C50train\rapeseed\9.txt,3
data/C50/C50train\red-bean\1.txt,3
data/C50/C50train\reserves\1.txt,9
data/C50/C50train\reserves\10.txt,9
data/C50/C50train\reserves\11.txt,6
data/C50/C50train\reserves\12.txt,9
data/C50/C50train\reserves\13.txt,9
data/C50/C50train\reserves\14.txt,9
data/C50/C50train\reserves\15.txt,9
data/C50/C50train\reserves\16.txt,2
data/C50/C50train\reserves\17.txt,9
data/C50/C50train\reserves\18.txt,9
data/C50/C50train\reserves\19.txt,2
data/C50/C50train\reserves\2.txt,9
data/C50/C50train\reserves\20.txt,9
data/C50/C50train\reserves\21.txt,9
data/C50/C50train\reserves\22.txt,9
data/C50/C50train\reserves\23.txt,9
data/C50/C50train\reserves\24.txt,1
data/C50/C50train\reserves\25.txt,9
data/C50/C50train\reserves\26.txt,9
data/C50/C50train\reserves\27.txt,2
data/C50/C50train\reserves\28.txt,2
data/C50/C50train\reserves\29.txt,9
data/C50/C50train\reserves\3.txt,2
data/C50/C50train\reserves\30.txt,6
data/C50/C50train\reserves\31.txt,4
data/C50/C50train\reserves\32.txt,1
data/C50/C50train\reserves\33.txt,4
data/C50/C50train\reserves\34.txt,9
data/C50/C50train\reserves\35.txt,9
data/C50/C50train\reserves\36.txt,9
data/C50/C50train\reserves\37.txt,9
data/C50/C50train\reserves\38.txt,9
data/C50/C50train\reserves\39.txt,9
data/C50/C50train\reserves\4.txt,1
data/C50/C50train\reserves\40.txt,9
data/C50/C50train\reserves\41.txt,9
data/C50/C50train\reserves\42.txt,9
data/C50/C50train\reserves\43.txt,6
data/C50/C50train\reserves\44.txt,9
data/C50/C50train\reserves\45.txt,9
data/C50/C50train\reserves\46.txt,9
data/C50/C50train\reserves\47.txt,9
data/C50/C50train\reserves\48.txt,9
data/C50/C50train\reserves\49.txt,9
data/C50/C50train\reserves\5.txt,9
data/C50/C50train\reserves\50.txt,9
data/C50/C50train\reserves\51.txt,9
data/C50/C50train\reserves\52.txt,9
data/C50/C50train\reserves\53.txt,4
data/C50/C50train\reserves\54.txt,2
data/C50/C50train\reserves\55.txt,9
data/C50/C50train\reserves\56.txt,9
data/C50/C50train\reserves\57.txt,9
data/C50/C50train\reserves\58.txt,9
data/C50/C50train\reserves\59.txt,2
data/C50/C50train\reserves\6.txt,9
data/C50/C50train\reserves\60.txt,9
data/C50/C50train\reserves\61.txt,6
data/C50/C50train\reserves\62.txt,9
data/C50/C50train\reserves\63.txt,6
data/C50/C50train\reserves\7.txt,9
data/C50/C50train\reserves\8.txt,9
data/C50/C50train\reserves\9.txt,1
data/C50/C50train\retail\1.txt,9
data/C50/C50train\retail\10.txt,9
data/C50/C50train\retail\11.txt,9
data/C50/C50train\retail\12.txt,9
data/C50/C50train\retail\13.txt,9
data/C50/C50train\retail\14.txt,9
data/C50/C50train\retail\15.txt,9
data/C50/C50train\retail\16.txt,9
data/C50/C50train\retail\17.txt,9
data/C50/C50train\retail\18.txt,9
data/C50/C50train\retail\19.txt,9
data/C50/C50train\retail\2.txt,9
data/C50/C50train\retail\20.txt,9
data/C50/C50train\retail\3.txt,2
data/C50/C50train\retail\4.txt,9
data/C50/C50train\retail\5.txt,6
data/C50/C50train\retail\6.txt,9
data/C50/C50train\retail\7.txt,9
data/C50/C50train\retail\8.txt,2
data/C50/C50train\retail\9.txt,9
data/C50/C50train\rice\1.txt,8
data/C50/C50train\rice\10.txt,8
data/C50/C50train\rice\11.txt,1
data/C50/C50train\rice\12.txt,8
data/C50/C50train\rice\13.txt,8
data/C50/C50train\rice\14.txt,8
data/C50/C50train\rice\15.txt,8
data/C50/C50train\rice\16.txt,3
data/C50/C50train\rice\17.txt,8
data/C50/C50train\rice\18.txt,8
data/C50/C50train\rice\19.txt,8
data/C50/C50train\rice\2.txt,6
data/C50/C50train\rice\20.txt,6
data/C50/C50train\rice\21.txt,3
data/C50/C50train\rice\22.txt,8
data/C50/C50train\rice\23.txt,8
data/C50/C50train\rice\24.txt,8
data/C50/C50train\rice\25.txt,1
data/C50/C50train\rice\26.txt,1
data/C50/C50train\rice\27.txt,8
data/C50/C50train\rice\28.txt,4
data/C50/C50train\rice\29.txt,8
data/C50/C50train\rice\3.txt,8
data/C50/C50train\rice\30.txt,8
data/C50/C50train\rice\31.txt,8
data/C50/C50train\rice\32.txt,4
data/C50/C50train\rice\33.txt,8
data/C50/C50train\rice\34.txt,1
data/C50/C50train\rice\35.txt,8
data/C50/C50train\rice\36.txt,8
data/C50/C50train\rice\37.txt,8
data/C50/C50train\rice\38.txt,3
data/C50/C50train\rice\39.txt,3
data/C50/C50train\rice\4.txt,8
data/C50/C50train\rice\40.txt,8
data/C50/C50train\rice\41.txt,8
data/C50/C50train\rice\42.txt,8
data/C50/C50train\rice\43.txt,4
data/C50/C50train\rice\44.txt,4
data/C50/C50train\rice\45.txt,4
data/C50/C50train\rice\46.txt,8
data/C50/C50train\rice\47.txt,1
data/C50/C50train\rice\48.txt,8
data/C50/C50train\rice\49.txt,4
data/C50/C50train\rice\5.txt,8
data/C50/C50train\rice\50.txt,4
data/C50/C50train\rice\51.txt,9
data/C50/C50train\rice\52.txt,3
data/C50/C50train\rice\53.txt,1
data/C50/C50train\rice\54.txt,1
data/C50/C50train\rice\55.txt,8
data/C50/C50train\rice\56.txt,1
data/C50/C50train\rice\57.txt,8
data/C50/C50train\rice\6.txt,8
data/C50/C50train\rice\7.txt,8
data/C50/C50train\rice\8.txt,1
data/C50/C50train\rice\9.txt,8
data/C50/C50train\ringgit\1.txt,9
data/C50/C50train\rubber\1.txt,4
data/C50/C50train\rubber\10.txt,4
data/C50/C50train\rubber\11.txt,2
data/C50/C50train\rubber\12.txt,9
data/C50/C50train\rubber\13.txt,8
data/C50/C50train\rubber\14.txt,4
data/C50/C50train\rubber\15.txt,4
data/C50/C50train\rubber\16.txt,4
data/C50/C50train\rubber\17.txt,4
data/C50/C50train\rubber\18.txt,4
data/C50/C50train\rubber\19.txt,4
data/C50/C50train\rubber\2.txt,4
data/C50/C50train\rubber\20.txt,4
data/C50/C50train\rubber\21.txt,4
data/C50/C50train\rubber\22.txt,4
data/C50/C50train\rubber\23.txt,4
data/C50/C50train\rubber\24.txt,4
data/C50/C50train\rubber\25.txt,4
data/C50/C50train\rubber\26.txt,4
data/C50/C50train\rubber\27.txt,6
data/C50/C50train\rubber\28.txt,4
data/C50/C50train\rubber\29.txt,4
data/C50/C50train\rubber\3.txt,4
data/C50/C50train\rubber\30.txt,4
data/C50/C50train\rubber\31.txt,1
data/C50/C50train\rubber\32.txt,4
data/C50/C50train\rubber\33.txt,4
data/C50/C50train\rubber\34.txt,4
data/C50/C50train\rubber\35.txt,4
data/C50/C50train\rubber\36.txt,4
data/C50/C50train\rubber\37.txt,2
data/C50/C50train\rubber\38.txt,9
data/C50/C50train\rubber\39.txt,4
data/C50/C50train\rubber\4.txt,4
data/C50/C50train\rubber\40.txt,4
data/C50/C50train\rubber\41.txt,4
data/C50/C50train\rubber\42.txt,8
data/C50/C50train\rubber\43.txt,4
data/C50/C50train\rubber\44.txt,4
data/C50/C50train\rubber\45.txt,3
data/C50/C50train\rubber\46.txt,4
data/C50/C50train\rubber\5.txt,4
data/C50/C50train\rubber\6.txt,4
data/C50/C50train\rubber\7.txt,4
data/C50/C50train\rubber\8.txt,4
data/C50/C50train\rubber\9.txt,4
data/C50/C50train\rupiah\1.txt,1
data/C50/C50train\rye\1.txt,4
data/C50/C50train\rye\2.txt,8
data/C50/C50train\saudriyal\1.txt,9
data/C50/C50train\saudriyal\2.txt,1
data/C50/C50train\saudriyal\3.txt,9
data/C50/C50train\sfr\1.txt,1
data/C50/C50train\sfr\2.txt,1
data/C50/C50train\sfr\3.txt,1
data/C50/C50train\ship\1.txt,4
data/C50/C50train\ship\10.txt,8
data/C50/C50train\ship\100.txt,4
data/C50/C50train\ship\101.txt,1
data/C50/C50train\ship\102.txt,4
data/C50/C50train\ship\103.txt,4
data/C50/C50train\ship\104.txt,4
data/C50/C50train\ship\105.txt,4
data/C50/C50train\ship\106.txt,4
data/C50/C50train\ship\107.txt,4
data/C50/C50train\ship\108.txt,4
data/C50/C50train\ship\109.txt,2
data/C50/C50train\ship\11.txt,4
data/C50/C50train\ship\110.txt,3
data/C50/C50train\ship\111.txt,4
data/C50/C50train\ship\112.txt,4
data/C50/C50train\ship\113.txt,4
data/C50/C50train\ship\114.txt,4
data/C50/C50train\ship\115.txt,4
data/C50/C50train\ship\116.txt,4
data/C50/C50train\ship\117.txt,4
data/C50/C50train\ship\118.txt,4
data/C50/C50train\ship\119.txt,4
data/C50/C50train\ship\12.txt,4
data/C50/C50train\ship\120.txt,4
data/C50/C50train\ship\121.txt,1
data/C50/C50train\ship\122.txt,4
data/C50/C50train\ship\123.txt,4
data/C50/C50train\ship\124.txt,4
data/C50/C50train\ship\125.txt,4
data/C50/C50train\ship\126.txt,4
data/C50/C50train\ship\127.txt,4
data/C50/C50train\ship\128.txt,4
data/C50/C50train\ship\129.txt,4
data/C50/C50train\ship\13.txt,4
data/C50/C50train\ship\130.txt,4
data/C50/C50train\ship\131.txt,4
data/C50/C50train\ship\132.txt,3
data/C50/C50train\ship\133.txt,4
data/C50/C50train\ship\134.txt,4
data/C50/C50train\ship\135.txt,4
data/C50/C50train\ship\136.txt,4
data/C50/C50train\ship\137.txt,4
data/C50/C50train\ship\138.txt,4
data/C50/C50train\ship\139.txt,4
data/C50/C50train\ship\14.txt,4
data/C50/C50train\ship\140.txt,4
data/C50/C50train\ship\141.txt,4
data/C50/C50train\ship\142.txt,6
data/C50/C50train\ship\143.txt,8
data/C50/C50train\ship\144.txt,4
data/C50/C50train\ship\145.txt,4
data/C50/C50train\ship\146.txt,4
data/C50/C50train\ship\147.txt,4
data/C50/C50train\ship\148.txt,6
data/C50/C50train\ship\149.txt,4
data/C50/C50train\ship\15.txt,4
data/C50/C50train\ship\150.txt,4
data/C50/C50train\ship\151.txt,4
data/C50/C50train\ship\152.txt,4
data/C50/C50train\ship\153.txt,4
data/C50/C50train\ship\154.txt,3
data/C50/C50train\ship\155.txt,4
data/C50/C50train\ship\156.txt,4
data/C50/C50train\ship\157.txt,4
data/C50/C50train\ship\158.txt,4
data/C50/C50train\ship\159.txt,4
data/C50/C50train\ship\16.txt,3
data/C50/C50train\ship\160.txt,4
data/C50/C50train\ship\161.txt,4
data/C50/C50train\ship\162.txt,4
data/C50/C50train\ship\163.txt,4
data/C50/C50train\ship\164.txt,4
data/C50/C50train\ship\165.txt,3
data/C50/C50train\ship\166.txt,4
data/C50/C50train\ship\167.txt,4
data/C50/C50train\ship\168.txt,4
data/C50/C50train\ship\169.txt,4
data/C50/C50train\ship\17.txt,4
data/C50/C50train\ship\170.txt,3
data/C50/C50train\ship\171.txt,4
data/C50/C50train\ship\172.txt,4
data/C50/C50train\ship\173.txt,4
data/C50/C50train\ship\174.txt,4
data/C50/C50train\ship\175.txt,4
data/C50/C50train\ship\176.txt,4
data/C50/C50train\ship\177.txt,4
data/C50/C50train\ship\178.txt,4
data/C50/C50train\ship\179.txt,4
data/C50/C50train\ship\18.txt,4
data/C50/C50train\ship\180.txt,4
data/C50/C50train\ship\181.txt,4
data/C50/C50train\ship\182.txt,4
data/C50/C50train\ship\183.txt,4
data/C50/C50train\ship\184.txt,4
data/C50/C50train\ship\185.txt,4
data/C50/C50train\ship\186.txt,4
data/C50/C50train\ship\187.txt,4
data/C50/C50train\ship\188.txt,4
data/C50/C50train\ship\189.txt,4
data/C50/C50train\ship\19.txt,4
data/C50/C50train\ship\190.txt,3
data/C50/C50train\ship\191.txt,4
data/C50/C50train\ship\192.txt,4
data/C50/C50train\ship\193.txt,8
data/C50/C50train\ship\194.txt,4
data/C50/C50train\ship\195.txt,4
data/C50/C50train\ship\196.txt,4
data/C50/C50train\ship\197.txt,4
data/C50/C50train\ship\198.txt,3
data/C50/C50train\ship\199.txt,4
data/C50/C50train\ship\2.txt,4
data/C50/C50train\ship\20.txt,4
data/C50/C50train\ship\200.txt,4
data/C50/C50train\ship\201.txt,4
data/C50/C50train\ship\202.txt,4
data/C50/C50train\ship\203.txt,4
data/C50/C50train\ship\204.txt,4
data/C50/C50train\ship\205.txt,4
data/C50/C50train\ship\206.txt,1
data/C50/C50train\ship\207.txt,4
data/C50/C50train\ship\208.txt,3
data/C50/C50train\ship\209.txt,4
data/C50/C50train\ship\21.txt,4
data/C50/C50train\ship\210.txt,4
data/C50/C50train\ship\211.txt,4
data/C50/C50train\ship\212.txt,4
data/C50/C50train\ship\213.txt,3
data/C50/C50train\ship\214.txt,4
data/C50/C50train\ship\215.txt,4
data/C50/C50train\ship\216.txt,4
data/C50/C50train\ship\217.txt,4
data/C50/C50train\ship\218.txt,4
data/C50/C50train\ship\219.txt,4
data/C50/C50train\ship\22.txt,4
data/C50/C50train\ship\220.txt,4
data/C50/C50train\ship\221.txt,4
data/C50/C50train\ship\222.txt,4
data/C50/C50train\ship\223.txt,4
data/C50/C50train\ship\224.txt,3
data/C50/C50train\ship\225.txt,4
data/C50/C50train\ship\226.txt,4
data/C50/C50train\ship\227.txt,4
data/C50/C50train\ship\228.txt,6
data/C50/C50train\ship\229.txt,4
data/C50/C50train\ship\23.txt,4
data/C50/C50train\ship\230.txt,4
data/C50/C50train\ship\231.txt,3
data/C50/C50train\ship\232.txt,4
data/C50/C50train\ship\233.txt,4
data/C50/C50train\ship\234.txt,4
data/C50/C50train\ship\235.txt,8
data/C50/C50train\ship\236.txt,4
data/C50/C50train\ship\237.txt,3
data/C50/C50train\ship\238.txt,4
data/C50/C50train\ship\239.txt,4
data/C50/C50train\ship\24.txt,4
data/C50/C50train\ship\240.txt,4
data/C50/C50train\ship\241.txt,4
data/C50/C50train\ship\242.txt,4
data/C50/C50train\ship\243.txt,4
data/C50/C50train\ship\25.txt,8
data/C50/C50train\ship\26.txt,4
data/C50/C50train\ship\27.txt,8
data/C50/C50train\ship\28.txt,6
data/C50/C50train\ship\29.txt,2
data/C50/C50train\ship\3.txt,3
data/C50/C50train\ship\30.txt,4
data/C50/C50train\ship\31.txt,3
data/C50/C50train\ship\32.txt,4
data/C50/C50train\ship\33.txt,4
data/C50/C50train\ship\34.txt,4
data/C50/C50train\ship\35.txt,4
data/C50/C50train\ship\36.txt,4
data/C50/C50train\ship\37.txt,4
data/C50/C50train\ship\38.txt,4
data/C50/C50train\ship\39.txt,4
data/C50/C50train\ship\4.txt,4
data/C50/C50train\ship\40.txt,4
data/C50/C50train\ship\41.txt,4
data/C50/C50train\ship\42.txt,4
data/C50/C50train\ship\43.txt,4
data/C50/C50train\ship\44.txt,4
data/C50/C50train\ship\45.txt,4
data/C50/C50train\ship\46.txt,4
data/C50/C50train\ship\47.txt,1
data/C50/C50train\ship\48.txt,4
data/C50/C50train\ship\49.txt,4
data/C50/C50train\ship\5.txt,4
data/C50/C50train\ship\50.txt,4
data/C50/C50train\ship\51.txt,4
data/C50/C50train\ship\52.txt,4
data/C50/C50train\ship\53.txt,4
data/C50/C50train\ship\54.txt,4
data/C50/C50train\ship\55.txt,4
data/C50/C50train\ship\56.txt,4
data/C50/C50train\ship\57.txt,4
data/C50/C50train\ship\58.txt,4
data/C50/C50train\ship\59.txt,3
data/C50/C50train\ship\6.txt,4
data/C50/C50train\ship\60.txt,3
data/C50/C50train\ship\61.txt,4
data/C50/C50train\ship\62.txt,4
data/C50/C50train\ship\63.txt,3
data/C50/C50train\ship\64.txt,4
data/C50/C50train\ship\65.txt,4
data/C50/C50train\ship\66.txt,4
data/C50/C50train\ship\67.txt,4
data/C50/C50train\ship\68.txt,4
data/C50/C50train\ship\69.txt,4
data/C50/C50train\ship\7.txt,4
data/C50/C50train\ship\70.txt,4
data/C50/C50train\ship\71.txt,4
data/C50/C50train\ship\72.txt,4
data/C50/C50train\ship\73.txt,6
data/C50/C50train\ship\74.txt,4
data/C50/C50train\ship\75.txt,4
data/C50/C50train\ship\76.txt,4
data/C50/C50train\ship\77.txt,3
data/C50/C50train\ship\78.txt,4
data/C50/C50train\ship\79.txt,3
data/C50/C50train\ship\8.txt,4
data/C50/C50train\ship\80.txt,4
data/C50/C50train\ship\81.txt,8
data/C50/C50train\ship\82.txt,4
data/C50/C50train\ship\83.txt,4
data/C50/C50train\ship\84.txt,3
data/C50/C50train\ship\85.txt,6
data/C50/C50train\ship\86.txt,4
data/C50/C50train\ship\87.txt,4
data/C50/C50train\ship\88.txt,4
data/C50/C50train\ship\89.txt,4
data/C50/C50train\ship\9.txt,4
data/C50/C50train\ship\90.txt,4
data/C50/C50train\ship\91.txt,3
data/C50/C50train\ship\92.txt,4
data/C50/C50train\ship\93.txt,3
data/C50/C50train\ship\94.txt,3
data/C50/C50train\ship\95.txt,4
data/C50/C50train\ship\96.txt,4
data/C50/C50train\ship\97.txt,8
data/C50/C50train\ship\98.txt,4
data/C50/C50train\ship\99.txt,4
data/C50/C50train\silver\1.txt,4
data/C50/C50train\silver\10.txt,4
data/C50/C50train\silver\11.txt,4
data/C50/C50train\silver\12.txt,4
data/C50/C50train\silver\13.txt,4
data/C50/C50train\silver\14.txt,4
data/C50/C50train\silver\15.txt,4
data/C50/C50train\silver\16.txt,3
data/C50/C50train\silver\17.txt,2
data/C50/C50train\silver\18.txt,4
data/C50/C50train\silver\19.txt,3
data/C50/C50train\silver\2.txt,4
data/C50/C50train\silver\20.txt,4
data/C50/C50train\silver\21.txt,4
data/C50/C50train\silver\22.txt,4
data/C50/C50train\silver\23.txt,4
data/C50/C50train\silver\24.txt,4
data/C50/C50train\silver\25.txt,4
data/C50/C50train\silver\26.txt,4
data/C50/C50train\silver\27.txt,4
data/C50/C50train\silver\28.txt,4
data/C50/C50train\silver\29.txt,4
data/C50/C50train\silver\3.txt,4
data/C50/C50train\silver\30.txt,4
data/C50/C50train\silver\31.txt,4
data/C50/C50train\silver\32.txt,4
data/C50/C50train\silver\33.txt,9
data/C50/C50train\silver\34.txt,4
data/C50/C50train\silver\4.txt,4
data/C50/C50train\silver\5.txt,4
data/C50/C50train\silver\6.txt,4
data/C50/C50train\silver\7.txt,4
data/C50/C50train\silver\8.txt,4
data/C50/C50train\silver\9.txt,4
data/C50/C50train\sorghum\1.txt,8
data/C50/C50train\sorghum\10.txt,4
data/C50/C50train\sorghum\11.txt,8
data/C50/C50train\sorghum\12.txt,2
data/C50/C50train\sorghum\13.txt,8
data/C50/C50train\sorghum\14.txt,8
data/C50/C50train\sorghum\15.txt,8
data/C50/C50train\sorghum\16.txt,8
data/C50/C50train\sorghum\17.txt,3
data/C50/C50train\sorghum\18.txt,8
data/C50/C50train\sorghum\19.txt,8
data/C50/C50train\sorghum\2.txt,8
data/C50/C50train\sorghum\20.txt,8
data/C50/C50train\sorghum\21.txt,8
data/C50/C50train\sorghum\22.txt,3
data/C50/C50train\sorghum\23.txt,8
data/C50/C50train\sorghum\24.txt,8
data/C50/C50train\sorghum\25.txt,8
data/C50/C50train\sorghum\26.txt,8
data/C50/C50train\sorghum\27.txt,8
data/C50/C50train\sorghum\28.txt,3
data/C50/C50train\sorghum\3.txt,8
data/C50/C50train\sorghum\4.txt,8
data/C50/C50train\sorghum\5.txt,8
data/C50/C50train\sorghum\6.txt,3
data/C50/C50train\sorghum\7.txt,8
data/C50/C50train\sorghum\8.txt,4
data/C50/C50train\sorghum\9.txt,3
data/C50/C50train\soy-meal\1.txt,4
data/C50/C50train\soy-meal\10.txt,8
data/C50/C50train\soy-meal\11.txt,8
data/C50/C50train\soy-meal\12.txt,8
data/C50/C50train\soy-meal\13.txt,8
data/C50/C50train\soy-meal\14.txt,0
data/C50/C50train\soy-meal\15.txt,8
data/C50/C50train\soy-meal\16.txt,4
data/C50/C50train\soy-meal\17.txt,3
data/C50/C50train\soy-meal\18.txt,4
data/C50/C50train\soy-meal\19.txt,2
data/C50/C50train\soy-meal\2.txt,8
data/C50/C50train\soy-meal\20.txt,8
data/C50/C50train\soy-meal\21.txt,3
data/C50/C50train\soy-meal\3.txt,4
data/C50/C50train\soy-meal\4.txt,4
data/C50/C50train\soy-meal\5.txt,8
data/C50/C50train\soy-meal\6.txt,8
data/C50/C50train\soy-meal\7.txt,8
data/C50/C50train\soy-meal\8.txt,8
data/C50/C50train\soy-meal\9.txt,8
data/C50/C50train\soy-oil\1.txt,8
data/C50/C50train\soy-oil\10.txt,8
data/C50/C50train\soy-oil\11.txt,4
data/C50/C50train\soy-oil\12.txt,3
data/C50/C50train\soy-oil\13.txt,3
data/C50/C50train\soy-oil\14.txt,8
data/C50/C50train\soy-oil\15.txt,4
data/C50/C50train\soy-oil\16.txt,8
data/C50/C50train\soy-oil\17.txt,3
data/C50/C50train\soy-oil\18.txt,8
data/C50/C50train\soy-oil\19.txt,4
data/C50/C50train\soy-oil\2.txt,8
data/C50/C50train\soy-oil\20.txt,3
data/C50/C50train\soy-oil\21.txt,8
data/C50/C50train\soy-oil\3.txt,3
data/C50/C50train\soy-oil\4.txt,4
data/C50/C50train\soy-oil\5.txt,8
data/C50/C50train\soy-oil\6.txt,3
data/C50/C50train\soy-oil\7.txt,3
data/C50/C50train\soy-oil\8.txt,3
data/C50/C50train\soy-oil\9.txt,1
data/C50/C50train\soybean\1.txt,8
data/C50/C50train\soybean\10.txt,4
data/C50/C50train\soybean\11.txt,8
data/C50/C50train\soybean\12.txt,3
data/C50/C50train\soybean\13.txt,4
data/C50/C50train\soybean\14.txt,3
data/C50/C50train\soybean\15.txt,8
data/C50/C50train\soybean\16.txt,8
data/C50/C50train\soybean\17.txt,8
data/C50/C50train\soybean\18.txt,8
data/C50/C50train\soybean\19.txt,8
data/C50/C50train\soybean\2.txt,2
data/C50/C50train\soybean\20.txt,3
data/C50/C50train\soybean\21.txt,4
data/C50/C50train\soybean\22.txt,8
data/C50/C50train\soybean\23.txt,8
data/C50/C50train\soybean\24.txt,8
data/C50/C50train\soybean\25.txt,8
data/C50/C50train\soybean\26.txt,8
data/C50/C50train\soybean\27.txt,3
data/C50/C50train\soybean\28.txt,4
data/C50/C50train\soybean\29.txt,1
data/C50/C50train\soybean\3.txt,8
data/C50/C50train\soybean\30.txt,8
data/C50/C50train\soybean\31.txt,2
data/C50/C50train\soybean\32.txt,8
data/C50/C50train\soybean\33.txt,4
data/C50/C50train\soybean\34.txt,8
data/C50/C50train\soybean\35.txt,8
data/C50/C50train\soybean\36.txt,8
data/C50/C50train\soybean\37.txt,3
data/C50/C50train\soybean\38.txt,4
data/C50/C50train\soybean\39.txt,8
data/C50/C50train\soybean\4.txt,8
data/C50/C50train\soybean\40.txt,2
data/C50/C50train\soybean\41.txt,3
data/C50/C50train\soybean\42.txt,3
data/C50/C50train\soybean\43.txt,8
